,verified_category,predicted_category,raw_category,frn_complete,guessed_correct,cleaned_line_item,made_line_item_dirty,,
1153,Fiber,Fiber,Fiber,2859134-1,TRUE,FALSE,FALSE,,
1154,Fiber,Fiber,Fiber,2859134-2,TRUE,FALSE,FALSE,,
1155,Fiber,Fiber,Fiber,2859134-3,TRUE,FALSE,FALSE,,
1156,Fiber,Fiber,Fiber,2859134-4,TRUE,FALSE,FALSE,,
1157,Copper,Copper,Copper,2859266-1,TRUE,FALSE,FALSE,,
1158,Fiber,Fiber,Other / Uncategorized,2859678-1,TRUE,TRUE,FALSE,,
1159,Fiber,Fiber,Fiber,2859959-1,TRUE,FALSE,FALSE,,
1160,Fiber,Fiber,Fiber,2860308-1,TRUE,FALSE,FALSE,,
1161,Fiber,Fiber,Fiber,2860362-1,TRUE,FALSE,FALSE,,
1162,Cable / DSL,Cable / DSL,Cable / DSL,2860394-1,TRUE,FALSE,FALSE,,
1163,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2860452-1,TRUE,FALSE,FALSE,,
1165,Fiber,Fiber,Fiber,2863242-1,TRUE,FALSE,FALSE,,
1166,Fiber,Fiber,Fiber,2863559-1,TRUE,FALSE,FALSE,,
1167,Fiber,Fiber,Fiber,2863669-1,TRUE,FALSE,FALSE,,
1168,Fiber,Fiber,Fiber,2864611-1,TRUE,FALSE,FALSE,,
1169,Cable / DSL,Cable / DSL,Cable / DSL,2864719-1,TRUE,FALSE,FALSE,,
1170,Fiber,Fiber,Fiber,2864760-1,TRUE,FALSE,FALSE,,
1171,Fiber,Fiber,Fiber,2864815-1,TRUE,FALSE,FALSE,,
1172,Fiber,Fiber,Fiber,2864832-1,TRUE,FALSE,FALSE,,
1173,Fiber,Fiber,Fiber,2865235-1,TRUE,FALSE,FALSE,,
1174,Fiber,Fiber,Fiber,2865553-1,TRUE,FALSE,FALSE,,
1175,Fiber,Fiber,Fiber,2865575-1,TRUE,FALSE,FALSE,,
1176,Copper,Copper,Copper,2865598-1,TRUE,FALSE,FALSE,,
1177,Copper,Copper,Copper,2865598-10,TRUE,FALSE,FALSE,,
1178,Copper,Copper,Copper,2865598-100,TRUE,FALSE,FALSE,,
1179,Copper,Copper,Copper,2865598-101,TRUE,FALSE,FALSE,,
1180,Copper,Copper,Copper,2865598-102,TRUE,FALSE,FALSE,,
1181,Copper,Copper,Copper,2865598-103,TRUE,FALSE,FALSE,,
1182,Copper,Copper,Copper,2865598-104,TRUE,FALSE,FALSE,,
1183,Copper,Copper,Copper,2865598-105,TRUE,FALSE,FALSE,,
1184,Copper,Copper,Copper,2865598-106,TRUE,FALSE,FALSE,,
1185,Copper,Copper,Copper,2865598-107,TRUE,FALSE,FALSE,,
1186,Copper,Copper,Copper,2865598-108,TRUE,FALSE,FALSE,,
1187,Copper,Copper,Copper,2865598-109,TRUE,FALSE,FALSE,,
1188,Copper,Copper,Copper,2865598-11,TRUE,FALSE,FALSE,,
1189,Copper,Copper,Copper,2865598-110,TRUE,FALSE,FALSE,,
1190,Copper,Copper,Copper,2865598-111,TRUE,FALSE,FALSE,,
1191,Copper,Copper,Copper,2865598-112,TRUE,FALSE,FALSE,,
1192,Copper,Copper,Copper,2865598-113,TRUE,FALSE,FALSE,,
1193,Copper,Copper,Copper,2865598-114,TRUE,FALSE,FALSE,,
1194,Copper,Copper,Copper,2865598-115,TRUE,FALSE,FALSE,,
1195,Copper,Copper,Copper,2865598-116,TRUE,FALSE,FALSE,,
1196,Copper,Copper,Copper,2865598-117,TRUE,FALSE,FALSE,,
1197,Copper,Copper,Copper,2865598-118,TRUE,FALSE,FALSE,,
1198,Copper,Copper,Copper,2865598-119,TRUE,FALSE,FALSE,,
1199,Copper,Copper,Copper,2865598-12,TRUE,FALSE,FALSE,,
1200,Copper,Copper,Copper,2865598-120,TRUE,FALSE,FALSE,,
1201,Copper,Copper,Copper,2865598-121,TRUE,FALSE,FALSE,,
1202,Copper,Copper,Copper,2865598-122,TRUE,FALSE,FALSE,,
1203,Copper,Copper,Copper,2865598-123,TRUE,FALSE,FALSE,,
1204,Copper,Copper,Copper,2865598-124,TRUE,FALSE,FALSE,,
1205,Copper,Copper,Copper,2865598-125,TRUE,FALSE,FALSE,,
1206,Copper,Copper,Copper,2865598-126,TRUE,FALSE,FALSE,,
1207,Copper,Copper,Copper,2865598-127,TRUE,FALSE,FALSE,,
1208,Copper,Copper,Copper,2865598-128,TRUE,FALSE,FALSE,,
1209,Copper,Copper,Copper,2865598-129,TRUE,FALSE,FALSE,,
1210,Copper,Copper,Copper,2865598-13,TRUE,FALSE,FALSE,,
1211,Copper,Copper,Copper,2865598-130,TRUE,FALSE,FALSE,,
1212,Copper,Copper,Copper,2865598-131,TRUE,FALSE,FALSE,,
1213,Copper,Copper,Copper,2865598-132,TRUE,FALSE,FALSE,,
1214,Copper,Copper,Copper,2865598-133,TRUE,FALSE,FALSE,,
1215,Copper,Copper,Copper,2865598-134,TRUE,FALSE,FALSE,,
1216,Copper,Copper,Copper,2865598-135,TRUE,FALSE,FALSE,,
1217,Copper,Copper,Copper,2865598-136,TRUE,FALSE,FALSE,,
1218,Fiber,Fiber,Fiber,2865598-137,TRUE,FALSE,FALSE,,
1219,Fiber,Fiber,Fiber,2865598-138,TRUE,FALSE,FALSE,,
1220,Copper,Copper,Copper,2865598-14,TRUE,FALSE,FALSE,,
1221,Copper,Copper,Copper,2865598-15,TRUE,FALSE,FALSE,,
1222,Copper,Copper,Copper,2865598-16,TRUE,FALSE,FALSE,,
1223,Copper,Copper,Copper,2865598-17,TRUE,FALSE,FALSE,,
1224,Copper,Copper,Copper,2865598-18,TRUE,FALSE,FALSE,,
1225,Copper,Copper,Copper,2865598-19,TRUE,FALSE,FALSE,,
1226,Copper,Copper,Copper,2865598-2,TRUE,FALSE,FALSE,,
1227,Copper,Copper,Copper,2865598-20,TRUE,FALSE,FALSE,,
1228,Copper,Copper,Copper,2865598-21,TRUE,FALSE,FALSE,,
1229,Copper,Copper,Copper,2865598-22,TRUE,FALSE,FALSE,,
1230,Copper,Copper,Copper,2865598-23,TRUE,FALSE,FALSE,,
1231,Copper,Copper,Copper,2865598-24,TRUE,FALSE,FALSE,,
1232,Copper,Copper,Copper,2865598-25,TRUE,FALSE,FALSE,,
1233,Copper,Copper,Copper,2865598-26,TRUE,FALSE,FALSE,,
1234,Copper,Copper,Copper,2865598-27,TRUE,FALSE,FALSE,,
1235,Copper,Copper,Copper,2865598-28,TRUE,FALSE,FALSE,,
1236,Copper,Copper,Copper,2865598-29,TRUE,FALSE,FALSE,,
1237,Copper,Copper,Copper,2865598-3,TRUE,FALSE,FALSE,,
1238,Copper,Copper,Copper,2865598-30,TRUE,FALSE,FALSE,,
1239,Copper,Copper,Copper,2865598-31,TRUE,FALSE,FALSE,,
1240,Copper,Copper,Copper,2865598-32,TRUE,FALSE,FALSE,,
1241,Copper,Copper,Copper,2865598-33,TRUE,FALSE,FALSE,,
1242,Copper,Copper,Copper,2865598-34,TRUE,FALSE,FALSE,,
1243,Copper,Copper,Copper,2865598-35,TRUE,FALSE,FALSE,,
1244,Copper,Copper,Copper,2865598-36,TRUE,FALSE,FALSE,,
1245,Copper,Copper,Copper,2865598-37,TRUE,FALSE,FALSE,,
1246,Copper,Copper,Copper,2865598-38,TRUE,FALSE,FALSE,,
1247,Copper,Copper,Copper,2865598-39,TRUE,FALSE,FALSE,,
1248,Copper,Copper,Copper,2865598-4,TRUE,FALSE,FALSE,,
1249,Copper,Copper,Copper,2865598-40,TRUE,FALSE,FALSE,,
1250,Copper,Copper,Copper,2865598-41,TRUE,FALSE,FALSE,,
1251,Copper,Copper,Copper,2865598-42,TRUE,FALSE,FALSE,,
1252,Copper,Copper,Copper,2865598-43,TRUE,FALSE,FALSE,,
1253,Copper,Copper,Copper,2865598-44,TRUE,FALSE,FALSE,,
1254,Copper,Copper,Copper,2865598-45,TRUE,FALSE,FALSE,,
1255,Copper,Copper,Copper,2865598-46,TRUE,FALSE,FALSE,,
1256,Copper,Copper,Copper,2865598-47,TRUE,FALSE,FALSE,,
1257,Copper,Copper,Copper,2865598-48,TRUE,FALSE,FALSE,,
1258,Copper,Copper,Copper,2865598-49,TRUE,FALSE,FALSE,,
1260,Copper,Copper,Copper,2865598-50,TRUE,FALSE,FALSE,,
1261,Copper,Copper,Copper,2865598-51,TRUE,FALSE,FALSE,,
1262,Copper,Copper,Copper,2865598-52,TRUE,FALSE,FALSE,,
1263,Copper,Copper,Copper,2865598-53,TRUE,FALSE,FALSE,,
1264,Copper,Copper,Copper,2865598-54,TRUE,FALSE,FALSE,,
1265,Copper,Copper,Copper,2865598-55,TRUE,FALSE,FALSE,,
1266,Copper,Copper,Copper,2865598-56,TRUE,FALSE,FALSE,,
1267,Copper,Copper,Copper,2865598-57,TRUE,FALSE,FALSE,,
1268,Copper,Copper,Copper,2865598-58,TRUE,FALSE,FALSE,,
1269,Copper,Copper,Copper,2865598-59,TRUE,FALSE,FALSE,,
1270,Copper,Copper,Copper,2865598-6,TRUE,FALSE,FALSE,,
1271,Copper,Copper,Copper,2865598-60,TRUE,FALSE,FALSE,,
1272,Copper,Copper,Copper,2865598-61,TRUE,FALSE,FALSE,,
1273,Copper,Copper,Copper,2865598-62,TRUE,FALSE,FALSE,,
1274,Copper,Copper,Copper,2865598-63,TRUE,FALSE,FALSE,,
1275,Copper,Copper,Copper,2865598-64,TRUE,FALSE,FALSE,,
1276,Copper,Copper,Copper,2865598-65,TRUE,FALSE,FALSE,,
1277,Copper,Copper,Copper,2865598-66,TRUE,FALSE,FALSE,,
1278,Copper,Copper,Copper,2865598-67,TRUE,FALSE,FALSE,,
1279,Copper,Copper,Copper,2865598-68,TRUE,FALSE,FALSE,,
1280,Copper,Copper,Copper,2865598-69,TRUE,FALSE,FALSE,,
1281,Copper,Copper,Copper,2865598-7,TRUE,FALSE,FALSE,,
1282,Copper,Copper,Copper,2865598-70,TRUE,FALSE,FALSE,,
1283,Copper,Copper,Copper,2865598-71,TRUE,FALSE,FALSE,,
1284,Copper,Copper,Copper,2865598-72,TRUE,FALSE,FALSE,,
1285,Copper,Copper,Copper,2865598-73,TRUE,FALSE,FALSE,,
1286,Copper,Copper,Copper,2865598-74,TRUE,FALSE,FALSE,,
1287,Copper,Copper,Copper,2865598-75,TRUE,FALSE,FALSE,,
1288,Copper,Copper,Copper,2865598-76,TRUE,FALSE,FALSE,,
1289,Copper,Copper,Copper,2865598-77,TRUE,FALSE,FALSE,,
1290,Copper,Copper,Copper,2865598-78,TRUE,FALSE,FALSE,,
1291,Copper,Copper,Copper,2865598-79,TRUE,FALSE,FALSE,,
1292,Copper,Copper,Copper,2865598-8,TRUE,FALSE,FALSE,,
1293,Copper,Copper,Copper,2865598-80,TRUE,FALSE,FALSE,,
1294,Copper,Copper,Copper,2865598-81,TRUE,FALSE,FALSE,,
1295,Copper,Copper,Copper,2865598-82,TRUE,FALSE,FALSE,,
1296,Copper,Copper,Copper,2865598-83,TRUE,FALSE,FALSE,,
1297,Copper,Copper,Copper,2865598-84,TRUE,FALSE,FALSE,,
1298,Copper,Copper,Copper,2865598-85,TRUE,FALSE,FALSE,,
1299,Copper,Copper,Copper,2865598-86,TRUE,FALSE,FALSE,,
1300,Copper,Copper,Copper,2865598-87,TRUE,FALSE,FALSE,,
1301,Copper,Copper,Copper,2865598-88,TRUE,FALSE,FALSE,,
1302,Copper,Copper,Copper,2865598-89,TRUE,FALSE,FALSE,,
1303,Copper,Copper,Copper,2865598-9,TRUE,FALSE,FALSE,,
1304,Copper,Copper,Copper,2865598-90,TRUE,FALSE,FALSE,,
1305,Copper,Copper,Copper,2865598-91,TRUE,FALSE,FALSE,,
1306,Copper,Copper,Copper,2865598-92,TRUE,FALSE,FALSE,,
1307,Copper,Copper,Copper,2865598-93,TRUE,FALSE,FALSE,,
1308,Copper,Copper,Copper,2865598-94,TRUE,FALSE,FALSE,,
1309,Copper,Copper,Copper,2865598-95,TRUE,FALSE,FALSE,,
1310,Copper,Copper,Copper,2865598-96,TRUE,FALSE,FALSE,,
1311,Copper,Copper,Copper,2865598-97,TRUE,FALSE,FALSE,,
1312,Copper,Copper,Copper,2865598-98,TRUE,FALSE,FALSE,,
1313,Copper,Copper,Copper,2865598-99,TRUE,FALSE,FALSE,,
1317,Cable / DSL,Cable / DSL,Cable / DSL,2867786-1,TRUE,FALSE,FALSE,,
1319,Fiber,Fiber,Fiber,2868625-1,TRUE,FALSE,FALSE,,
1320,Fiber,Fiber,Fiber,2868628-1,TRUE,FALSE,FALSE,,
1322,Fiber,Fiber,Fiber,2868787-1,TRUE,FALSE,FALSE,,
1323,Fiber,Fiber,Fiber,2869004-1,TRUE,FALSE,FALSE,,
1324,Fiber,Fiber,Other / Uncategorized,2869115-1,TRUE,TRUE,FALSE,,
1325,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2869203-1,TRUE,FALSE,FALSE,,
1326,Cable / DSL,Cable / DSL,Cable / DSL,2869487-1,TRUE,FALSE,FALSE,,
1327,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2870006-1,TRUE,FALSE,FALSE,,
1328,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2870122-1,TRUE,FALSE,FALSE,,
1331,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2870453-1,TRUE,FALSE,FALSE,,
1332,Copper,Copper,Copper,2870559-1,TRUE,FALSE,FALSE,,
1333,Fiber,Fiber,Fiber,2870810-1,TRUE,FALSE,FALSE,,
1334,Fiber,Fiber,Fiber,2870810-2,TRUE,FALSE,FALSE,,
1335,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2870853-1,TRUE,FALSE,FALSE,,
1337,Fiber,Fiber,Fiber,2871162-2,TRUE,FALSE,FALSE,,
1343,Fiber,Fiber,Fiber,2871162-8,TRUE,FALSE,FALSE,,
1344,Fiber,Fiber,Fiber,2871225-1,TRUE,FALSE,FALSE,,
1345,Fiber,Fiber,Other / Uncategorized,2871313-1,TRUE,TRUE,FALSE,,
1346,Fiber,Fiber,Fiber,2871491-1,TRUE,FALSE,FALSE,,
1348,Fiber,Fiber,Fiber,2872059-1,TRUE,FALSE,FALSE,,
1349,Fiber,Fiber,Fiber,2872720-1,TRUE,FALSE,FALSE,,
1350,Fiber,Fiber,Fiber,2872779-1,TRUE,FALSE,FALSE,,
1353,Fiber,Fiber,Fiber,2874221-1,TRUE,FALSE,FALSE,,
8,Fiber,Other / Uncategorized,Other / Uncategorized,2718808-1,FALSE,FALSE,FALSE,,
9,Fiber,Other / Uncategorized,Other / Uncategorized,2718829-1,FALSE,FALSE,FALSE,,
10,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2718834-1,FALSE,FALSE,FALSE,,
12,Fiber,Other / Uncategorized,Other / Uncategorized,2719722-1,FALSE,FALSE,FALSE,,
13,Fiber,Other / Uncategorized,Fiber,2720287-1,FALSE,FALSE,TRUE,,
18,Other / Uncategorized,Fiber,Other / Uncategorized,2723004-1,FALSE,FALSE,TRUE,,
21,Cable / DSL,Fiber,Cable / DSL,2724759-1,FALSE,FALSE,TRUE,,
27,Fiber,Other / Uncategorized,Other / Uncategorized,2725150-1,FALSE,FALSE,FALSE,,
29,Fiber,Other / Uncategorized,Other / Uncategorized,2725243-1,FALSE,FALSE,FALSE,,
32,Fiber,Other / Uncategorized,Other / Uncategorized,2725383-1,FALSE,FALSE,FALSE,,
38,Other / Uncategorized,Fiber,Fiber,2725915-1,FALSE,FALSE,FALSE,,
47,Fiber,Other / Uncategorized,Other / Uncategorized,2726956-1,FALSE,FALSE,FALSE,,
51,Fiber,Other / Uncategorized,Fiber,2727540-1,FALSE,FALSE,TRUE,,
53,Other / Uncategorized,Fixed Wireless,Other / Uncategorized,2727725-1,FALSE,FALSE,TRUE,,
61,Fiber,Other / Uncategorized,Fiber,2728427-1,FALSE,FALSE,TRUE,,
62,Fiber,Other / Uncategorized,Fiber,2728436-1,FALSE,FALSE,TRUE,,
72,Fiber,Other / Uncategorized,Fiber,2731618-1,FALSE,FALSE,TRUE,,
82,Other / Uncategorized,Cable / DSL,Other / Uncategorized,2731835-1,FALSE,FALSE,TRUE,,
102,Fiber,Other / Uncategorized,Other / Uncategorized,2735498-2,FALSE,FALSE,FALSE,,
115,Fiber,Other / Uncategorized,Other / Uncategorized,2737683-1,FALSE,FALSE,FALSE,,
119,Fiber,Copper,Fiber,2739478-1,FALSE,FALSE,TRUE,,
125,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2740392-1,FALSE,FALSE,FALSE,,
127,Cable / DSL,Fiber,Cable / DSL,2741292-1,FALSE,FALSE,TRUE,,
131,Fiber,Other / Uncategorized,Other / Uncategorized,2742391-1,FALSE,FALSE,FALSE,,
137,Fixed Wireless,Other / Uncategorized,Other / Uncategorized,2743617-1,FALSE,FALSE,FALSE,,
148,Fiber,Copper,Fiber,2744924-1,FALSE,FALSE,TRUE,,
163,Fiber,Other / Uncategorized,Other / Uncategorized,2746759-1,FALSE,FALSE,FALSE,,
171,Fiber,Other / Uncategorized,Fiber,2747364-1,FALSE,FALSE,TRUE,,
195,Fiber,Other / Uncategorized,Other / Uncategorized,2751477-1,FALSE,FALSE,FALSE,,
197,Fiber,Other / Uncategorized,Other / Uncategorized,2751587-1,FALSE,FALSE,FALSE,,
200,Other / Uncategorized,Fiber,Other / Uncategorized,2752068-1,FALSE,FALSE,TRUE,,
217,Cable / DSL,Fiber,Fiber,2755593-1,FALSE,FALSE,FALSE,,
234,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2761323-1,FALSE,FALSE,FALSE,,
245,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2762824-1,FALSE,FALSE,FALSE,,
259,Fiber,Other / Uncategorized,Other / Uncategorized,2763966-2,FALSE,FALSE,FALSE,,
261,Other / Uncategorized,Fiber,Fiber,2763970-1,FALSE,FALSE,FALSE,,
270,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2764004-1,FALSE,FALSE,FALSE,,
273,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2764814-1,FALSE,FALSE,FALSE,,
274,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2764840-1,FALSE,FALSE,FALSE,,
285,Fiber,Other / Uncategorized,Other / Uncategorized,2766977-1,FALSE,FALSE,FALSE,,
289,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2767155-1,FALSE,FALSE,FALSE,,
294,Cable / DSL,Fiber,Other / Uncategorized,2767701-4,FALSE,FALSE,FALSE,,
300,Fiber,Other / Uncategorized,Fiber,2768263-1,FALSE,FALSE,TRUE,,
306,Fiber,Other / Uncategorized,Fiber,2768610-1,FALSE,FALSE,TRUE,,
335,Cable / DSL,Fiber,Cable / DSL,2772676-1,FALSE,FALSE,TRUE,,
348,Cable / DSL,Fiber,Cable / DSL,2775319-1,FALSE,FALSE,TRUE,,
356,Fiber,Other / Uncategorized,Fiber,2775705-1,FALSE,FALSE,TRUE,,
367,Fiber,Cable / DSL,Fiber,2776156-1,FALSE,FALSE,TRUE,,
390,Fiber,Other / Uncategorized,Other / Uncategorized,2780550-1,FALSE,FALSE,FALSE,,
403,Cable / DSL,Fiber,Cable / DSL,2783690-1,FALSE,FALSE,TRUE,,
405,Cable / DSL,Other / Uncategorized,Other / Uncategorized,2784486-1,FALSE,FALSE,FALSE,,
412,Copper,Cable / DSL,Cable / DSL,2784901-1,FALSE,FALSE,FALSE,,
415,Other / Uncategorized,Fiber,Other / Uncategorized,2784963-1,FALSE,FALSE,TRUE,,
436,Other / Uncategorized,Fiber,Other / Uncategorized,2788785-1,FALSE,FALSE,TRUE,,
439,Other / Uncategorized,Fiber,Other / Uncategorized,2788844-1,FALSE,FALSE,TRUE,,
456,Copper,Other / Uncategorized,Copper,2792853-1,FALSE,FALSE,TRUE,,
461,Cable / DSL,Fiber,Cable / DSL,2794419-1,FALSE,FALSE,TRUE,,
467,Fiber,Other / Uncategorized,Fiber,2795396-1,FALSE,FALSE,TRUE,,
469,Fiber,Other / Uncategorized,Fiber,2796175-1,FALSE,FALSE,TRUE,,
470,Fiber,Other / Uncategorized,Other / Uncategorized,2796464-1,FALSE,FALSE,FALSE,,
475,Fiber,Other / Uncategorized,Other / Uncategorized,2797650-1,FALSE,FALSE,FALSE,,
479,Fiber,Other / Uncategorized,Other / Uncategorized,2798342-1,FALSE,FALSE,FALSE,,
485,Other / Uncategorized,Fiber,Other / Uncategorized,2799165-1,FALSE,FALSE,TRUE,,
486,Other / Uncategorized,Fiber,Other / Uncategorized,2799209-1,FALSE,FALSE,TRUE,,
488,Other / Uncategorized,Copper,Other / Uncategorized,2799567-1,FALSE,FALSE,TRUE,,
491,Fiber,Other / Uncategorized,Other / Uncategorized,2799867-1,FALSE,FALSE,FALSE,,
499,Fiber,Other / Uncategorized,Other / Uncategorized,2801442-1,FALSE,FALSE,FALSE,,
505,Fixed Wireless,Other / Uncategorized,Other / Uncategorized,2801947-1,FALSE,FALSE,FALSE,,
521,Fixed Wireless,Other / Uncategorized,Other / Uncategorized,2807396-1,FALSE,FALSE,FALSE,,
532,Fiber,Other / Uncategorized,Other / Uncategorized,2808116-3,FALSE,FALSE,FALSE,,
533,Fiber,Other / Uncategorized,Other / Uncategorized,2808116-4,FALSE,FALSE,FALSE,,
534,Fiber,Other / Uncategorized,Other / Uncategorized,2808116-5,FALSE,FALSE,FALSE,,
535,Fiber,Other / Uncategorized,Other / Uncategorized,2808116-6,FALSE,FALSE,FALSE,,
536,Fiber,Other / Uncategorized,Other / Uncategorized,2808163-1,FALSE,FALSE,FALSE,,
540,Fiber,Other / Uncategorized,Other / Uncategorized,2809911-1,FALSE,FALSE,FALSE,,
546,Fiber,Other / Uncategorized,Other / Uncategorized,2811636-1,FALSE,FALSE,FALSE,,
558,Fiber,Other / Uncategorized,Other / Uncategorized,2812569-1,FALSE,FALSE,FALSE,,
561,Fiber,Other / Uncategorized,Other / Uncategorized,2813042-1,FALSE,FALSE,FALSE,,
566,Other / Uncategorized,Fiber,Fiber,2813645-1,FALSE,FALSE,FALSE,,
567,Copper,Other / Uncategorized,Other / Uncategorized,2814359-1,FALSE,FALSE,FALSE,,
585,Copper,Fiber,Copper,2818144-1,FALSE,FALSE,TRUE,,
594,Cable / DSL,Fiber,Other / Uncategorized,2820186-1,FALSE,FALSE,FALSE,,
605,Fiber,Other / Uncategorized,Fiber,2823325-1,FALSE,FALSE,TRUE,,
606,Fiber,Other / Uncategorized,Fiber,2823387-1,FALSE,FALSE,TRUE,,
607,Fiber,Other / Uncategorized,Fiber,2823413-1,FALSE,FALSE,TRUE,,
608,Fiber,Other / Uncategorized,Fiber,2823454-1,FALSE,FALSE,TRUE,,
609,Fiber,Other / Uncategorized,Fiber,2823466-1,FALSE,FALSE,TRUE,,
610,Fiber,Other / Uncategorized,Fiber,2823487-1,FALSE,FALSE,TRUE,,
611,Fiber,Other / Uncategorized,Fiber,2823503-1,FALSE,FALSE,TRUE,,
616,Fiber,Other / Uncategorized,Other / Uncategorized,2825112-1,FALSE,FALSE,FALSE,,
619,Other / Uncategorized,Fiber,Other / Uncategorized,2826097-1,FALSE,FALSE,TRUE,,
627,Other / Uncategorized,Fiber,Other / Uncategorized,2827096-1,FALSE,FALSE,TRUE,,
638,Fiber,Other / Uncategorized,Other / Uncategorized,2828412-1,FALSE,FALSE,FALSE,,
758,Fiber,Other / Uncategorized,Fiber,2833880-1,FALSE,FALSE,TRUE,,
940,Other / Uncategorized,Fiber,Other / Uncategorized,2837984-2,FALSE,FALSE,TRUE,,
941,Other / Uncategorized,Fiber,Other / Uncategorized,2837984-3,FALSE,FALSE,TRUE,,
942,Other / Uncategorized,Fiber,Other / Uncategorized,2837984-5,FALSE,FALSE,TRUE,,
943,Other / Uncategorized,Fiber,Other / Uncategorized,2837984-6,FALSE,FALSE,TRUE,,
945,Other / Uncategorized,Fiber,Other / Uncategorized,2838022-2,FALSE,FALSE,TRUE,,
946,Other / Uncategorized,Fiber,Other / Uncategorized,2838022-3,FALSE,FALSE,TRUE,,
947,Other / Uncategorized,Fiber,Other / Uncategorized,2838022-4,FALSE,FALSE,TRUE,,
948,Other / Uncategorized,Fiber,Other / Uncategorized,2838022-5,FALSE,FALSE,TRUE,,
949,Other / Uncategorized,Fiber,Other / Uncategorized,2838022-6,FALSE,FALSE,TRUE,,
950,Other / Uncategorized,Fiber,Other / Uncategorized,2838022-8,FALSE,FALSE,TRUE,,
958,Other / Uncategorized,Copper,Other / Uncategorized,2839669-1,FALSE,FALSE,TRUE,,
959,Other / Uncategorized,Copper,Other / Uncategorized,2839689-1,FALSE,FALSE,TRUE,,
1028,Fiber,Other / Uncategorized,Fiber,2843183-1,FALSE,FALSE,TRUE,,
1044,Fiber,Other / Uncategorized,Other / Uncategorized,2843776-1,FALSE,FALSE,FALSE,,
1083,Other / Uncategorized,Fixed Wireless,Other / Uncategorized,2847882-1,FALSE,FALSE,TRUE,,
1085,Fiber,Other / Uncategorized,Other / Uncategorized,2848423-1,FALSE,FALSE,FALSE,,
1091,Cable / DSL,Fiber,Cable / DSL,2849758-1,FALSE,FALSE,TRUE,,
1095,Cable / DSL,Fiber,Other / Uncategorized,2850763-1,FALSE,FALSE,FALSE,,
1109,Fiber,Other / Uncategorized,Fiber,2853140-1,FALSE,FALSE,TRUE,,
1110,Fixed Wireless,Fiber,Other / Uncategorized,2853338-1,FALSE,FALSE,FALSE,,
1119,Fiber,Other / Uncategorized,Fiber,2855171-1,FALSE,FALSE,TRUE,,
1122,Other / Uncategorized,Fiber,Other / Uncategorized,2855691-1,FALSE,FALSE,TRUE,,
1128,Fiber,Other / Uncategorized,Other / Uncategorized,2856033-1,FALSE,FALSE,FALSE,,
1133,Copper,Fiber,Copper,2856517-1,FALSE,FALSE,TRUE,,
1144,Other / Uncategorized,Fiber,Other / Uncategorized,2858263-1,FALSE,FALSE,TRUE,,
1259,Copper,Fiber,Copper,2865598-5,FALSE,FALSE,TRUE,,
1314,Fiber,Other / Uncategorized,Fiber,2865803-1,FALSE,FALSE,TRUE,,
1315,Other / Uncategorized,Fiber,Other / Uncategorized,2866965-1,FALSE,FALSE,TRUE,,
1318,Other / Uncategorized,Fiber,Other / Uncategorized,2868200-1,FALSE,FALSE,TRUE,,
1321,Cable / DSL,Fiber,Cable / DSL,2868628-2,FALSE,FALSE,TRUE,,
1329,Other / Uncategorized,Fiber,Other / Uncategorized,2870209-1,FALSE,FALSE,TRUE,,
1330,Other / Uncategorized,Fiber,Other / Uncategorized,2870280-1,FALSE,FALSE,TRUE,,
1336,Fiber,Other / Uncategorized,Other / Uncategorized,2871162-1,FALSE,FALSE,FALSE,,
1338,Fiber,Other / Uncategorized,Other / Uncategorized,2871162-3,FALSE,FALSE,FALSE,,
1339,Fiber,Other / Uncategorized,Other / Uncategorized,2871162-4,FALSE,FALSE,FALSE,,
1340,Fiber,Other / Uncategorized,Other / Uncategorized,2871162-5,FALSE,FALSE,FALSE,,
1341,Fiber,Other / Uncategorized,Other / Uncategorized,2871162-6,FALSE,FALSE,FALSE,,
1342,Fiber,Other / Uncategorized,Other / Uncategorized,2871162-7,FALSE,FALSE,FALSE,,
1347,Fiber,Copper,Copper,2871999-1,FALSE,FALSE,FALSE,,
1351,Other / Uncategorized,Fiber,Other / Uncategorized,2874218-1,FALSE,FALSE,TRUE,,
