BE Name,esh_id,c1_discount_rate_max,c1_discount_rate_min,num_schools
TALIHINA INDEP SCHOOL DIST 52,951719,80,80,3
TALLADEGA CITY SCHOOL DISTRICT,882287,90,90,8
TALLADEGA COUNTY SCHOOL DIST,882293,80,80,18
TALLAPOOSA CO SCHOOL DISTRICT,882299,80,80,7
TALLASSEE CITY SCHOOL DISTRICT,882307,80,80,3
TALLMADGE CITY SCHOOL DISTRICT,949717,50,50,4
TALOGA INDEP SCHOOL DIST 10,951721,80,80,2
TAMALPAIS UNION H S DISTRICT,883990,40,40,6
TAMAQUA AREA SCHOOL DISTRICT,954136,70,70,5
TAMAROA SCHOOL DISTRICT 005,901717,90,90,1
TANANA CITY SCHOOL DISTRICT,882783,80,80,1
TANEYVILLE SCHOOL DISTRICT R 2,924589,80,80,1
TANGIPAHOA CHARTER SCHOOL ASSOCIATION INC.,909761,90,90,35
TANGIPAHOA PARISH SCHOOL DIST,909761,90,90,35
TANNEHILL SCHOOL DISTRICT 56,951722,80,80,1
TANQUE VERDE UN SCHOOL DIST 13,883367,60,40,4
TAOS MUNICIPAL SCHOOL DISTRICT,942962,90,90,7
TARKINGTON INDEP SCHOOL DIST,970089,70,70,4
TARKIO R-I SCHOOL DISTRICT,924590,80,70,2
TARRANT CITY SCHOOL DISTRICT,882312,90,90,6
TARRYTOWN UNION FREE SCH DIST,946869,80,60,5
TATE COUNTY SCHOOL DISTRICT,926705,90,90,6
TATTNALL COUNTY SCHOOL DIST,890005,90,90,7
TATUM INDEP SCHOOL DISTRICT,970090,80,80,4
TATUM MUNICIPAL SCHOOL DIST,942963,70,70,3
TAUNTON SCHOOL DISTRICT,911311,80,80,12
TAWAS AREA SCHOOL DISTRICT,919999,80,80,3
TAYLOR COMMUNITY SCHOOL CORP,902226,80,80,4
TAYLOR COUNTY SCHOOL DISTRICT,983865,90,80,6
TAYLOR INDEP SCHOOL DISTRICT,970091,80,80,7
TAYLOR SCHOOL DISTRICT,920000,90,80,15
TAYLORVILLE SCHOOL DISTRICT 3,901719,80,80,6
TAZEWELL COUNTY SCHOOL DIST,975655,80,80,16
TEA AREA SCHOOL DISTRICT 41-5,965836,50,50,3
TEAGUE INDEP SCHOOL DISTRICT,970093,80,80,5
TEANECK SCHOOL DISTRICT,941648,60,60,7
TEAYS VALLEY LOCAL,950131,60,60,7
TECUMSEH INDEP SCHOOL DIST 92,951723,80,80,6
TECUMSEH LOCAL SCHOOL DISTRICT,949852,80,80,6
TECUMSEH PUBLIC SCH DISTRICT,920001,50,50,7
TEHACHAPI UNIF SCHOOL DISTRICT,883991,70,70,7
TEKAMAH-HERMAN SCHOOL DISTRICT,935932,70,60,3
TEKOA SCHOOL DISTRICT 265,983265,80,70,2
TEKONSHA COMM SCHOOL DISTRICT,920002,80,80,3
TELFAIR COUNTY SCHOOL DISTRICT,890007,90,90,3
TELL CITY-TROY TWP SCH CORP,902227,70,70,2
TELLURIDE SCHOOL DISTRICT R 1,882627,60,60,3
TEMECULA VALLEY UNIF SCH DIST,881577,50,50,29
TEMPE SCHOOL DISTRICT 3,883369,80,80,22
TEMPE UNION HIGH SCH DIST 213,883371,60,60,8
TEMPLE CITY UNIF SCHOOL DIST,883992,60,60,8
TEMPLE INDEP SCHOOL DIST 101,951724,80,80,2
TEMPLE INDEP SCHOOL DISTRICT,970095,90,90,18
TEMPLETON UNIFIED SCHOOL DISTRICT,883993,40,40,9
TENAFLY SCHOOL DISTRICT,941649,40,40,6
TENAHA SCHOOLS,1002087,90,90,
TENINO SCHOOL DISTRICT 402,983266,80,80,4
TENKILLER SCHOOL DISTRICT 66,951725,90,90,1
TENSAS PARISH SCHOOL DISTRICT,909762,90,90,3
TERLINGUA COMMON SCHOOL DIST,970098,90,80,2
TERRA BELLA UN SCH DIST,883994,90,90,2
TERRAL PUBLIC SCHOOL,966083,90,90,
TERRAL SCHOOL DISTRICT 3,951726,90,90,1
TERREBONNE PARISH SCH DISTRICT,909763,80,80,38
TERRELL COUNTY SCHOOL DISTRICT,970101,90,60,2
TERRELL INDEP SCHOOL DISTRICT,970102,80,80,8
TERRY SCHOOL DISTRICT 5,929152,70,70,3
TETON COUNTY SCHOOL DIST 401,895496,70,70,8
TETON COUNTY SCHOOL DISTRICT #1,984909,60,60,9
TEUTOPOLIS SCHOOL DISTRICT 50,901720,50,50,3
TEWKSBURY PUBLIC SCHOOLS,911312,40,40,7
TEWKSBURY TOWNSHIP SCHOOL DIST,941651,50,50,2
TEXARKANA ARKANSAS SCHOOL DIST,882785,80,80,9
TEXARKANA INDEP SCHOOL DIST,970103,80,80,12
TEXARKANA SCHOOL DISTRICT,882785,80,80,9
TEXAS CITY INDEP SCHOOL DIST,970104,80,80,10
TEXHOMA INDEPENDENT SCH DIST,970105,60,60,1
TEXHOMA INDEP SCHOOL DIST 61,951728,80,80,2
TEXICO MUNICIPAL SCHOOL DIST,942965,80,80,3
TEXLINE INDEP SCHOOL DISTRICT,970106,80,80,1
TGU SCHOOL DISTRICT #60,933598,70,70,4
THACKERVILLE SCHOOL DISTRICT 4,951729,80,80,2
THATCHER UNIFIED SCHOOL DIST 4,883373,70,70,4
THAYER CENTRAL COMMUNITY SCHOOLS,935973,60,60,3
THAYER SCHOOL DISTRICT R 2,924591,80,80,2
THE DEER\ MOUNT JUDEA SCHOOL DISTRICT,881744,90,90,4
THEDFORD PUBLIC  SCHOOLS,936189,70,70,2
THERMALITO UNION ELEM SCH DIST,883995,90,90,6
"THE SCHOOL BOARD OF BROWARD COUNTY, FL.",888980,80,80,244
THE SCHOOL DISTRICT OF GLENWOOD CITY,983924,60,60,3
THE WOODRIDGE LOCAL SCHOOL DISTRICT,950222,70,70,4
THIEF RIVER FALLS SCH DIST 564,922792,60,60,4
THOMASBORO CC SCH DISTRICT 130,901721,80,80,1
THOMAS COUNTY BOARD OF EDUCATION,890009,80,80,6
THOMAS INDEP SCHOOL DISTRICT 6,950977,80,80,3
THOMASTON PUBLIC SCHOOL DIST,884328,50,50,3
THOMASTON-UPSON COUNTY PUBLIC SCHOOL SYSTEM,890020,90,90,5
THOMASVILLE CITY SCHOOL DIST,929609,90,80,4
THOMPSON FALLS SCH DISTRICT 2,929154,80,80,3
THOMPSON SCHOOL DISTRICT 61,933766,50,50,2
THOMPSON SCHOOL DISTRICT R-2J,882386,60,60,32
THOMPSONVILLE COMMUNITY UNIT SCHOOL DISTRICT #174,900860,90,90,2
THORNAPPLE-KELLOGG SCHOOLS,920003,70,70,6
THORNDALE INDEP SCHOOL DIST,970107,70,70,3
THORNFIELD SCHOOL DISTRICT R 1,924457,80,80,1
THORNTON FRACTIONAL H S D 215,901723,90,80,2
THORNTON SCHOOL DISTRICT 154,901722,60,50,1
THORNTON TOWNSHIP HIGH SCHOOL DISTRICT 205,901725,90,90,3
THORP SCHOOL DISTRICT,984219,70,70,2
THORP SCHOOL DISTRICT 400,983267,80,80,1
THOUSAND ISLANDS CENTRAL DIST,946308,70,70,4
THRALL INDEP SCHOOL DISTRICT,970109,70,60,5
THREE FORKS SCHOOL DIST J-24,929157,60,60,3
THREE LAKES SCHOOL DISTRICT,984221,70,70,3
THREE RIVERS COMMUNITY SCHOOLS,920004,80,80,7
THREE RIVERS SCHOOL DISTRICT,970110,90,70,3
THREE RIVERS UN ELEM SCH DIST,883996,70,70,1
THREE VILLAGE CENTRAL SCH DIST,946860,40,40,8
THREE WAY INDEP SCHOOL DIST,970111,90,90,1
THROCKMORTON SCHOOL DISTRICT,970112,80,70,2
THUNDER RIDGE USD 110,903399,80,80,3
TICONDEROGA CTRL SCHOOL DIST,946870,80,80,3
TIDEHAVEN ISD,970113,80,80,5
TIFFIN CITY SCHOOL DISTRICT,949718,70,70,7
TIFT COUNTY SCHOOL DISTRICT,890011,90,90,12
TIGARD TUALATIN SCH DIST 23 J,952340,60,50,16
TIGERTON SCHOOL DISTRICT,984222,80,80,2
TILLAMOOK SCHOOL DISTRICT 9,952341,80,80,5
TIMBER LAKE SCHOOL DISTRICT 20-3,965996,70,70,3
TIMBERLANE REGIONAL SCH DST,937678,40,40,7
TIMPSON INDEP SCHOOL DISTRICT,970116,80,80,3
TINA-AVALON SCHOOL DISTRICT R2,924592,70,70,2
TINTIC SCHOOL DISTRICT,972235,70,70,6
TINTON FALLS SCHOOL DISTRICT,941652,50,50,3
TIOGA CENTRAL SCHOOL DISTRICT,946871,80,80,3
TIOGA INDEP SCHOOL DISTRICT,970117,80,70,1
TIOGA SCHOOL DISTRICT 15,933590,60,60,2
TIPP CITY EX VILLAGE SCH DIST,949795,40,40,5
TIPPECANOE SCHOOL CORPORATION,902228,70,70,19
TIPPECANOE VALLEY SCHOOL DIST,902229,80,80,4
TIPTON COMM SCHOOL CORP,902231,70,70,3
TIPTON COMMUNITY SCHOOL DIST,894464,60,60,3
TIPTON COUNTY SCHOOL DISTRICT,967205,80,80,14
TIPTON ELEM SCHOOL DISTRICT,883997,90,90,1
TIPTON INDEP SCHOOL DISTRICT 8,951732,80,80,2
TIPTON R 6 SCHOOL DISTRICT,924593,80,80,2
TISHOMINGO CO SCHOOL DISTRICT,926706,80,80,8
TISHOMINGO INDEP SCH DIST 20,951734,80,80,3
TITUSVILLE AREA SCHOOL DIST,954139,80,80,6
TIVERTON SCHOOL DISTRICT,959631,60,50,5
TODD COUNTY SCHOOL DISTRICT,904562,80,80,5
TODD COUNTY SCHOOL DISTRICT 66-1,965998,90,90,12
TOLAR INDEP SCHOOL DISTRICT,970118,60,60,3
TOLEDO SCHOOL DISTRICT,949719,90,90,50
TOLEDO SCHOOL DISTRICT 237,983268,80,70,4
TOLLAND SCHOOL DISTRICT,884331,50,50,4
TOLLESON ELEM SCHOOL DIST 17,883378,90,90,4
TOLLESON UNION H S DIST 214,883380,80,80,7
TOLONO COMM UNIT SCH DIST 007,901728,50,50,4
TOLTEC SCHOOL DISTRICT 22,883382,90,90,2
TOMAHAWK SCHOOL DISTRICT,984227,70,70,3
TOMAH SCHOOL DISTRICT,984226,70,70,10
TOMBALL INDEP SCHOOL DISTRICT,970120,50,50,16
TOM BEAN INDEP SCHOOL DISTRICT,970119,70,70,3
TOMBSTONE UNIF SCHOOL DIST 1,883384,80,80,3
TOMORROW RIVER SCHOOL DISTRICT,983719,60,60,3
TOMS RIVER REG SCHOOL DISTRICT,941655,50,50,18
TONASKET SCHOOL DISTRICT 404,983269,80,80,3
TONAWANDA CITY SCHOOL DISTRICT,946873,60,60,4
TONGANOXIE UNIF SCH DIST 464,903668,60,60,3
TONICA COMM CONS SCH DIST 79,901729,60,60,1
TONKAWA INDEP SCHOOL DIST 87,951736,80,70,3
TONTO BASIN ELEM SCH DIST 33,883252,90,90,1
TOOELE COUNTY SCHOOL DISTRICT,972236,70,70,30
TOOMBS COUNTY SCHOOL DISTRICT,890012,90,90,5
TOPEKA UNIFIED SCHOOL DIST 501,903669,90,90,30
TOPOCK ELEMENTARY SCH DIST 12,883386,90,90,1
TOPPENISH SCHOOL DISTRICT 202,983270,90,90,8
TOPSFIELD ELEMENTARY SCHOOLS,911313,40,40,2
TORNILLO INDEP SCHOOL DISTRICT,970121,90,90,5
TORONTO CITY SCHOOL DISTRICT,949720,80,80,2
TORRANCE UNIFIED SCHOOL DIST,883998,50,50,32
TORRINGTON SCHOOL DISTRICT,884332,80,80,7
TOTOWA BOARD OF EDUCATION,941656,50,50,2
TOUCHET SCHOOL DISTRICT 300,983271,80,80,1
TOUTLE LAKE SCHOOL DIST 130,983272,70,70,2
TOWANDA AREA SCH DISTRICT,954140,80,80,3
TOWN OF WEBB UN FREE SCH DIST,946874,70,70,1
TOWNS COUNTY SCHOOL DISTRICT,890013,80,80,3
TOWNSEND SCHOOL DISTRICT 7,928815,70,70,3
TOWNSHIP HIGH SCHOOL DIST 113,901240,40,40,2
TOWNSHIP HIGH SCHOOL DIST 211,901524,60,60,7
TOWNSHIP HIGH SCHOOL DIST 214,900908,50,50,10
TOWNSHIP OF OCEAN SCHOOL DISTRICT,941488,50,50,2
TOWNSHIP OF UNION PUBLIC SCHOOLS,941665,50,50,11
TRACY AREA PUBLIC SCHOOLS,922442,80,80,2
TRACY UNIF SCHOOL DIST,881696,60,60,20
TRANSYLVANIA CO SCH DISTRICT,929610,80,80,9
TRAVER JT ELEM SCHOOL DISTRICT,883999,90,90,1
TRAVERSE CITY AREA PUBLIC SCHOOLS,920005,60,60,21
TRAVIS UNIF SCHOOL DISTRICT,884000,50,50,10
TREDYFFRIN-EASTTOWN SCHOOL DISTRICT,954141,40,40,8
TREGO SCHOOL DISTRICT 53,929159,90,90,1
TREMONT SCHOOL DISTRICT 702,901731,50,50,3
TRENT INDEP SCHOOL DISTRICT,970122,80,60,1
TRENTON CITY SCHOOL DISTRICT,941657,90,90,22
TRENTON COUNTY SCHOOL DIST R 9,924594,80,80,3
TRENTON INDEP SCHOOL DISTRICT,970123,70,70,3
TRENTON PUBLIC SCHOOL DIST,920007,50,50,4
TRENTON SPECIAL SCHOOL DIST,967207,80,80,3
TRES PINOS ELEMENTARY SCHOOL,995237,80,50,
TREUTLEN COUNTY SCHOOL DIST,890014,90,90,2
TREVOR-WILMOT CONSOLIDATED GRADE SCHOOL DISTRICT,983692,70,50,1
TREYNOR COMM SCHOOL DISTRICT,894466,50,50,3
TRIAD LOCAL SCHOOL DISTRICT,949848,70,70,3
TRIAD SCHOOL DISTRICT 2,901690,60,60,6
TRI-CENTER COMMUNITY SCH DIST,894467,60,60,3
TRI-CENTRAL COMMUNITY SCHOOLS,902138,70,70,2
TRI-CITY C.U.S.D. NO.1,901733,60,60,3
TRI-CITY UNITED ISD 2905,922497,70,70,4
TRICO SCHOOL DISTRICT 176,900993,80,80,3
TRI COUNTY AREA SCHOOL DIST,920009,80,80,4
TRI-COUNTY AREA SCHOOLS,984115,80,80,3
TRI-COUNTY COMMUNITY SCHOOL DISTRICT,894468,80,80,3
TRI-COUNTY INDP SCH DIST 2358,922824,70,70,2
TRI COUNTY NORTH SCHOOL DIST,950150,70,70,3
TRI-COUNTY PUBLIC SCHOOL DIST,936054,70,70,2
TRI-COUNTY SCHOOL CORPORATION,902232,70,70,3
TRI-COUNTY SCHOOL DISTRICT R 7,924597,80,80,2
TRI-CREEK SCHOOL CORPORATION,902233,60,60,5
TRIGG COUNTY SCHOOL DISTRICT,904563,80,80,4
TRIMBLE COUNTY,904564,80,80,4
TRIMBLE LOCAL SCHOOL DISTRICT,949820,90,90,3
TRINIDAD INDEP SCHOOL DISTRICT,970124,90,80,1
TRINIDAD SCHOOL DISTRICT 1,882652,80,80,4
TRINIDAD UNION ELEM SCH DIST,884002,80,80,1
TRINITY ALPS UNIFIED SCHOOL DISTRICT,882171,80,80,5
TRINITY AREA SCHOOL DISTRICT,954143,40,40,6
TRINITY CENTER ELEM SCH DIST,884003,80,80,1
TRINITY INDEP SCHOOL DISTRICT,970126,90,90,4
TRION CITY SCHOOL DISTRICT,890015,70,70,3
TRIOPIA C U SCHOOL DISTRICT 27,901047,60,60,2
TRIPLAINS UNIFIED DISTRICT 275,903357,70,70,2
TRI-POINT C U SCH DIST 6-J,901735,80,80,3
TRIPOLI COMMUNITY SCHOOL DIST,894469,60,60,2
TRIPP-DELMONT SCHOOL DISTRICT 33-5,965999,70,70,5
TRITON REGIONAL SCH DISTRICT,911317,60,60,5
TRITON SCHOOL CORPORATION,902234,70,70,2
TRITON SCHOOL DISTRICT 2125,922794,70,70,3
TRI-TOWNSHIP CONSOLIDATED SCHOOL CORPORATION,901926,70,70,2
TRI-VALLEY CENTRAL SCHOOL DIST,946875,70,70,2
TRI-VALLEY LOCAL SCHOOL DIST,950113,70,70,6
TRI VALLEY SCHOOL DISTRICT,954142,70,70,3
TRI-VALLEY SCHOOL DISTRICT 3,901124,70,50,3
TRI VALLEY SCHOOL DISTRICT 49-6,965953,60,60,3
TRI-VILLAGE LOCAL SCH DISTRICT,949896,70,70,2
TRIWAY LOCAL SCHOOL DISTRICT,950285,70,70,5
TRONA JT UNIF SCHOOL DISTRICT,884004,80,80,3
TROUP COUNTY SCHOOL SYSTEM,889810,80,80,21
TROUP INDEP SCHOOL DISTRICT,970127,80,80,4
TROUSDALE COUNTY SCHOOLS,967208,80,80,3
TROUT CREEK SCHOOL DISTRICT 6,929161,90,90,2
TROUT LAKE SCHOOL DIST R-400,983274,70,50,2
TROY AREA SCHOOL DISTRICT,954144,80,80,3
TROY CITY BOARD OF EDUCATION,882324,80,80,4
TROY CITY SCHOOL DISTRICT,949721,90,60,9
TROY INDEP SCHOOL DISTRICT,970128,80,70,6
TROY SCHOOL DISTRICT,920010,40,40,20
TROY SCHOOL DISTRICT 1,929163,80,80,3
TROY SCHOOL DISTRICT #287,895354,70,70,2
TROY SCHOOL DISTRICT 30-C,901738,60,60,7
TROY SCHOOL DISTRICT 54,952342,80,80,1
TROY SCHOOL DISTRICT R 3,924599,70,70,9
TROY UNIF SCHOOL DISTRICT 429,903671,70,70,2
TRUMANN PUBLIC SCHOOL DIST 21,881634,90,80,4
TRUMANN SCHOOL DISTRICT,881634,80,80,4
TRUMANSBURG CENTRAL SCH DIST,946877,60,60,3
TRUMBULL SCHOOL DISTRICT,884333,40,40,9
TRUSSVILLE CITY SCHOOL DISTRICT,881471,40,40,4
TRUTH OR CONS MUN SCH DISTRICT,942966,90,90,5
TUBA CITY UNIF SCHOOL DIST 15,883388,90,90,7
TUCKAHOE COMMON SCHOOL DIST,946879,80,80,1
TUCKAHOE UNION FREE SCH DIST,946878,40,40,3
TUCKER COUNTY SCHOOL DISTRICT,983868,80,80,3
TUCKERTON ELEMENTARY SCHOOL,964225,70,70,
TUCSON UNIF SCHOOL DISTRICT,883390,90,60,118
TUCUMCARI PUBLIC SCHOOL DIST,942967,90,90,3
TUKWILA SCHOOL DISTRICT,983241,90,90,6
TULARE CITY SCHOOL DIST,884005,90,90,17
TULARE JT UNION HIGH SCH DIST,884006,80,80,7
TULAROSA MUNICIPAL SCHOOL DIST,942968,90,90,4
TULELAKE BASIN JT UN SCH DIST,884007,90,80,3
TULIA INDEP SCHOOL DISTRICT,970130,90,90,4
TULLAHOMA CITY SCHOOLS,967209,80,80,7
TULLY CENTRAL SCHOOL DIST 1,946880,60,60,2
TULOSO-MIDWAY INDEP SCH DIST,970131,80,80,6
TULPEHOCKEN AREA SCHOOL DIST,954145,70,70,3
TULSA INDEP SCHOOL DISTRICT 1,951738,90,90,81
TUMWATER SCHOOL DISTRICT 33,983275,50,50,14
TUNICA COUNTY SCHOOL DISTRICT,926707,90,90,7
TUNKHANNOCK AREA SCHOOL DIST,954146,70,70,6
TUPELO INDEP SCHOOL DISTRICT 2,951739,80,80,2
TUPELO SCHOOL DISTRICT,926708,80,80,14
TUPPER LAKE CENTRAL SCHOOL,946882,70,70,2
TURKEYFOOT VALLEY AR SCH DIST,954147,80,80,2
TURKEY FORD SCHOOL DISTRICT 10,951740,90,90,1
TURKEY-QUITAQUE INDEP SCH DIST,970132,70,70,1
TURKEY VALLEY COMM SCHOOL DIST,894470,60,60,2
TURLOCK UNIFIED SCHOOL DISTRICT,882126,80,80,14
TURNER COUNTY SCHOOL DISTRICT,890016,90,90,4
TURNER INDEP SCHOOL DISTRICT 5,951742,80,80,2
TURNER SCHOOL DISTRICT 43,929165,60,60,3
TURNER UNIFIED SCHOOL DIST 202,903672,90,90,7
TURPIN INDEP SCHOOL DIST 128,951744,80,80,2
TURTLE LAKE-MERCER DISTRICT 72,933767,60,60,2
TURTLE LAKE SCHOOL DISTRICT,984230,80,80,2
TUSCALOOSA CITY SCHOOL DIST,882329,80,80,26
TUSCALOOSA CO SCHOOL DISTRICT,882336,80,80,34
TUSCARAWAS VALLEY SCHOOL DIST,950258,70,70,4
TUSCARORA SCHOOL DISTRICT,954120,70,70,6
TUSCOLA SCHOOL DISTRICT 301,901739,70,70,3
TUSCUMBIA CITY SCHOOL DISTRICT,882341,80,80,7
TUSHKA INDEP SCHOOL DIST I 19,951745,80,80,2
TUSKAHOMA SCHOOL DISTRICT 4,951747,90,90,1
TUSLAW LOCAL SCHOOL DISTRICT,950220,60,60,3
TUSSEY MOUNTAIN SCHOOL DIST,954148,80,80,5
TUSTIN UNIF SCHOOL DISTRICT,884008,60,60,29
TUTTLE INDEP SCHOOL DIST 97,951749,60,60,4
TUXEDO UNION FREE SCHOOL DISTRICT,946883,50,50,2
TWAIN HARTE SCHOOL DISTRICT,884009,80,80,4
TWIGGS COUNTY SCHOOL DISTRICT,890018,90,90,3
TWIN BRIDGES SCHOOL DISTRICT 7,929166,60,60,3
TWIN BUTTES ELEMENTARY SCHOOL,936986,90,90,
TWIN CEDARS COMM SCHOOL DIST,894471,70,70,2
TWIN FALLS SCHOOL DISTRICT 411,895498,80,80,14
TWIN HILLS SCHOOL DISTRICT II,967331,80,80,
TWIN HILLS UN ELEM SCHOOL DIST,884010,50,50,1
TWIN LAKES JT SCHOOL DIST 4,984232,80,80,1
TWIN LAKES SCHOOL CORPORATION,902236,80,80,6
TWIN RIDGES ELEM SCHOOL DIST,881461,90,90,4
TWIN RIVER PUBLIC SCHOOLS,935971,60,60,3
TWIN RIVERS COMM SCHOOL DIST,894472,80,80,1
TWIN RIVERS SCHOOL DIST R 10,924601,80,80,3
TWINSBURG BOARD OF EDUCATION,950234,50,50,5
TWIN VALLEY COMM LOCAL SCHOOLS DISTRICT,950124,70,70,3
TWIN VALLEY SCHOOL DISTRICT,954149,60,60,5
TWIN VALLEY UNIF SCH DIST 240,903430,70,70,4
TWO RIVERS PUBLIC SCHOOL DISTRICT,984233,70,60,4
TWO RIVERS SCHOOL DISTRICT,881770,90,90,3
TWO ROCK UNION ELEM DISTRICT,884011,70,70,1
TYLER COUNTY SCHOOL DISTRICT,983870,80,80,4
TYLER INDEP SCHOOL DISTRICT,970133,80,80,27
TYNGSBOROUGH SCHOOL DISTRICT,911318,40,40,3
TYRONE AREA SCHOOL DISTRICT,954150,70,60,3
TYRONE INDEP SCHOOL DIST 53,951752,80,80,2
TYRRELL COUNTY SCHOOL DISTRICT,929611,90,90,3
UBLY COMMUNITY SCHOOL DISTRICT,920013,70,70,2
UDALL UNIFIED SCHOOL DIST 463,903673,70,70,3
UINTA COUNTY SCHOOL DISTRICT 1,984871,70,70,8
UINTA COUNTY SCHOOL DISTRICT 4,984892,60,60,4
UINTA COUNTY SCHOOL DISTRICT #4 ADDMINISTRATION BUILDING,984892,60,60,4
UINTA COUNTY SCHOOL DISTRICT 6,984889,60,60,3
UINTAH COUNTY SCHOOL DISTRICT,972240,70,70,12
UKIAH SCHOOL DISTRICT 80 R,952343,60,60,1
UKIAH UNIFIED SCHOOL DISTRICT,884100,90,90,
ULEN-HITTERDAL SCHOOL DIST 914,922797,60,60,2
ULM SCHOOL DISTRICT 85,929167,70,70,3
ULYSSES UNIFIED SCH DIST 214,903674,80,80,4
UMATILLA SCHOOL DISTRICT 6 R,952344,90,90,3
UMO N HO N NATION PUBLIC SCHOOL DISTRICT,936058,90,90,3
UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,945878,80,80,1
UNALASKA CITY SCHOOL DISTRICT,882787,50,50,2
UNATEGO CENTRAL SCHOOL DISTRICT,946884,80,80,4
UNDERWOOD COMM SCHOOL DISTRICT,894473,50,50,3
UNDERWOOD SCHOOL DISTRICT 550,922798,70,70,3
UNDERWOOD SCHOOL DISTRICT 8,933769,60,60,2
UNICOI COUNTY SCHOOLS,967210,80,80,8
UNIFIED SCHOOL DISTRICT NO. 440,903517,70,70,3
UNION AREA SCHOOL DISTRICT,954151,80,80,3
UNION BEACH PUBLIC BOARD OFFICE,941660,50,50,1
UNION CITY AREA SCHOOL DIST,954152,90,90,3
UNION CITY COMM SCHOOL DIST,920014,80,80,3
UNION CITY INDEP SCH DIST 57,951754,80,80,2
UNION CITY SCHOOL DISTRICT,941661,90,90,15
UNION CITY SCHOOLS,967212,80,80,3
UNION CO/COLLEGE CRNR JOINT SD,902239,70,70,4
UNION COMMUNITY SCHOOL DIST,894141,60,60,4
UNION COUNTY PUBLIC SCHOOLS,929612,60,60,52
UNION COUNTY SCHOOL DISTRICT,967213,90,80,10
UNIONDALE UNION FREE SCHOOL DISTRICT,946886,80,80,8
UNION ELEMENTARY SCHOOL DISTRICT,884013,40,40,9
UNION ELEMENTARY SCHOOL DISTRICT #62,883392,90,90,2
UNION-ENDICOTT CTRL SCH DIST,946390,80,60,6
Union Gap School District 2,983276,90,90,1
UNION GROVE HIGH SCHOOL DIST,984235,50,50,1
UNION GROVE SCHOOL DISTRICT,970135,70,60,4
UNION HILL ELEM SCH DISTRICT,884014,50,50,1
UNION HILL INDEP SCHOOL DIST,970136,80,80,2
UNION INDEP SCHOOL DISTRICT 9,951753,80,80,17
UNION JOINT ELEM SCH DISTRICT,884015,60,60,1
UNION LOCAL SCHOOL DISTRICT,949828,60,60,3
UNION-NORTH UNITED SCHOOL DISTRICT,902243,80,80,2
UNION PARISH SCHOOL BOARD,909764,90,90,7
UNION PUBLIC SCHOOL DISTRICT,926710,80,80,3
UNION SCHOOL CORPORATION,902241,80,80,2
UNION SCHOOL DISTRICT,954154,80,80,3
UNION SCHOOL DISTRICT 5,952347,80,80,2
UNION SCHOOL DISTRICT 81,901741,80,80,1
UNION SCHOOL DISTRICT R 11,924603,70,70,5
UNION SCIOTO SCHOOL DISTRICT,950178,60,60,3
UNION SPRINGS CENTRAL SCHOOL  DISTRICT,946885,60,60,3
UNION STAR R-2 SCHOOL DISTRICT,924604,80,80,2
UNIONTOWN AREA SCHOOL DISTRICT,954155,80,80,9
UNION TOWNSHIP SCHOOL CORP,902240,60,60,4
UNION TOWNSHIP SCHOOL DIST,941663,50,50,2
UNIONTOWN UNIF SCHOOL DIST 235,903675,80,80,2
UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,954156,50,50,6
UNIONVILLE-SEBEWAING SCH DIST,920015,70,70,3
UNITED COMMUNITY SCHOOL DIST,894474,60,60,2
UNITED COMMUNITY UNIT SCHOOL DISTRICT 304,900845,80,80,4
UNITED ISD,970137,80,80,41
UNITED LOCAL SCHOOL DISTRICT,949876,70,70,2
UNITED S CENTRAL SCH DIST 2134,922204,70,70,3
UNITED SCHOOL DISTRICT,954157,70,70,2
UNITED SCHOOL DISTRICT 7,933770,50,50,2
UNITED TOWNSHIP HIGH SCHOOL DISTRICT 30,901744,80,80,2
UNITY POINT CC SCHOOL DIST 140,901745,80,80,1
UNITY SCHOOL DISTRICT,983734,80,80,3
UNIVERSITY CITY SCHOOL DIST,924605,80,80,6
UNIVERSITY PLACE SCH DIST 83,983278,60,60,9
UPLAND UNIF SCHOOL DISTRICT,881501,80,80,14
UPPER ADAMS SCHOOL DISTRICT,954158,80,80,5
UPPER ARLINGTON SCHOOL DIST,949722,40,40,8
UPPER DARBY SCHOOL DISTRICT,954159,80,80,14
UPPER DAUPHIN AREA SCHOOL DISTRICT,954160,70,70,3
UPPER DEERFIELD TWP SCH DIST,941667,80,80,3
UPPER DUBLIN SCHOOL DISTRICT,954161,40,40,6
UPPER FREEHOLD REGL SCH DIST,941668,40,40,3
UPPER LAKE UN ELEM SCHOOL DIST,884016,90,90,3
UPPER LAKE UNION H S DISTRICT,884017,90,90,3
UPPER MERION AREA SCHOOL DIST,954163,50,50,6
UPPER MORELAND TWP SCHOOL DIST,954164,50,50,4
UPPER PERKIOMEN SCHOOL DIST,954166,50,50,4
UPPER PITTSGROVE SCHOOL DIST,941669,60,60,1
UPPER SADDLE RIVER SCHOOL DIST,941670,20,20,3
UPPER SANDUSKY SCHOOL DISTRICT,950393,70,70,5
UPPER SCIOTO VALLEY LSD,949983,80,80,3
UPPER ST CLAIR TWP DISTRICT,954167,40,40,6
UPPER TOWNSHIP SCHOOL DISTRICT,941671,40,40,3
