BE Name,esh_id,c1_discount_rate_max,c1_discount_rate_min,num_schools
ATLANTIC HIGHLANDS SCHOOL DIST,941067,40,40,1
ATOKA INDEP SCHOOL DISTRICT 15,951098,90,90,3
ATTALA COUNTY SCHOOL DISTRICT,926554,90,90,5
ATTALLA CITY SCHOOL DISTRICT,881623,80,80,3
ATTICA CENTRAL SCHOOL DISTRICT,946208,70,60,4
ATTICA CONSOL SCHOOL CORP,901951,80,80,2
ATTICA UNIF SCHOOL DIST 511,903421,70,70,2
ATTLEBORO SCHOOL DISTRICT,911015,60,60,9
ATWATER ELEM SCHOOL DISTRICT,882733,90,90,11
ATWOOD HEIGHTS SCHOOL DIST 125,900916,80,20,3
AUBREY INDEP SCHOOL DISTRICT,969010,60,60,5
AUBURN CITY SCHOOL DISTRICT,881671,50,50,11
AUBURN COMM UNIT SCH DIST 10,900918,70,70,4
AUBURN ENLARGED CITY DISTRICT,946210,60,60,7
AUBURN PUBLIC SCHOOL DISTRICT,936025,70,70,3
AUBURN PUBLIC SCHOOLS,911016,50,50,6
AUBURN SCHOOL DISTRICT,917340,80,80,8
AUBURN SCHOOL DISTRICT 408,982951,80,80,23
AUBURN UNION SCHOOL DISTRICT,882738,80,80,3
AUBURN-WASHBURN SCH DIST 437,903409,60,60,9
AUDUBON COMMUNITY SCHOOL DIST,894175,70,70,2
AUDUBON SCHOOL DISTRICT,941068,50,50,3
AU GRES-SIMS SCHOOL DISTRICT,919499,80,80,2
AUGUSTA COUNTY SCHOOL DISTRICT,975499,70,70,21
AUGUSTA INDEP SCHOOL DISTRICT,904397,80,80,1
AUGUSTA PUBLIC SCHOOL DISTRICT,881901,90,90,3
AUGUSTA SCHOOL DISTRICT,983732,90,70,3
AUGUSTA SCHOOL DISTRICT 45,1016580,70,70,
AUGUSTA UNIFIED SCH DIST 402,903422,70,70,6
AULT-HIGHLAND DISTRICT RE 9,881795,70,70,3
AURELIA COMM SCHOOL DISTRICT,894176,70,70,2
AURORA CITY SCHOOLS,950138,40,40,4
AURORA EAST SCHOOL DIST 131,900919,80,80,16
AURORA PUBLIC SCHOOLS,881807,80,80,50
AURORA SCHOOL DISTRICT,936026,60,60,3
AURORA SCHOOL DISTRICT R 8,924080,80,80,5
AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,946538,70,70,4
AUSTIN AREA SCHOOL DISTRICT,953623,80,80,2
AUSTIN INDEP SCHOOL DISTRICT,969011,80,80,125
AUSTIN SCHOOL DISTRICT 492,922515,80,80,13
AUSTINTOWN LOCAL SCHOOL DIST,950057,80,80,7
AUSTWELL-TIVOLI INDEP SCH DIST,969012,70,70,2
AUTAUGA COUNTY BOARD OF EDUCATION,881677,60,60,15
AUTRAIN-ONOTA PUBLIC SCH DIST,919500,80,80,1
AVALON INDEP SCHOOL DISTRICT,969014,80,70,1
AVALON ISD BUS BARN,969014,70,70,1
AVALON SCHOOL DISTRICT,941070,40,40,1
AVANT SCHOOL DISTRICT 35,951099,90,90,1
AVA SCHOOL DISTRICT R 1,924081,80,80,3
AVELLA AREA SCHOOL DISTRICT,953624,70,70,2
AVENUE CITY SCHOOL DISTRICT R9,924082,50,50,1
AVERILL PARK CENTRAL SCHOOL DISTRICT,945873,50,50,5
AVERY INDEP SCHOOL DISTRICT,969015,80,80,3
AVINGER INDEP SCHOOL DISTRICT,969016,90,90,1
AVISTON SCHOOL DISTRICT 21,900921,50,50,1
AVOCA CENTRAL SCHOOL DISTRICT,946211,80,80,1
AVOCA SCHOOL DISTRICT 37,900923,20,20,2
AVON CENTRAL SCHOOL DISTRICT,946212,60,60,3
AVON COMM SCHOOL CORPORATION,901953,50,50,12
AVONDALE ELEMENTARY SCHOOL DISTRICT 44,883047,80,80,8
AVONDALE SCHOOL DISTRICT,919501,60,60,7
AVON GROVE SCHOOL DISTRICT,953625,50,50,4
AVON LAKE CITY SCHOOL DISTRICT,950038,40,40,7
AVON LOCAL SCHOOL DISTRICT,950037,40,40,6
AVON SCHOOL DISTRICT,911017,90,40,2
AVON SCHOOL DISTRICT 4-1,965850,70,70,3
AVONWORTH SCHOOL DISTRICT,953626,40,40,3
AVOYELLES PARISH SCHOOL DIST,909684,90,90,9
AXTELL COMMUNITY SCHOOL DIST,936028,60,60,3
AXTELL INDEP SCHOOL DISTRICT,969018,80,80,6
AYER SHIRLEY SCHOOL DISTRICT,910997,60,60,4
AYERSVILLE LOCAL SCHOOL DIST,949898,60,60,2
AZLE INDEP SCHOOL DISTRICT,969019,60,60,12
AZTEC MUNICIPAL SCHOOL DIST,942866,80,80,6
AZUSA UNIFIED SCHOOL DISTRICT,882743,90,90,18
BABOQUIVARI UNIFIED SCH DIST 40,883176,80,80,6
BABYLON UNION FREE SCHOOL DIST,946213,40,40,3
BACON COUNTY SCHOOL DISTRICT,889838,80,80,4
BAD AXE PUBLIC SCHOOL DISTRICT,919149,70,70,4
BADGER PUBLIC SCHOOL DIST 676,922516,70,70,2
BAGDAD UNIFIED SCHOOL DIST 20,883048,80,80,2
BAGLEY SCHOOL DISTRICT 162,922517,80,80,3
BAINBRIDGE-GUILFORD CTRL DIST,946214,80,80,3
BAINBRIDGE ISLAND SCH DIST 303,982968,40,40,10
BAINVILLE SCHOOL DISTRICT 64,928778,50,50,3
BAIRD INDEP SCHOOL DISTRICT,969020,80,80,3
BAKER COUNTY SCHOOL DISTRICT,889839,90,80,1
BAKER SCHOOL DISTRICT 12,928779,60,60,4
BAKER SCHOOL DISTRICT 5 J,952154,80,80,7
BAKERSFIELD CITY ELEM SCH DIST,882753,90,90,41
BAKERSFIELD SCHOOL DIST R 4,924084,80,80,2
BAKER VALLEY UNIF SCHOOL DIST,882749,90,90,4
BALD EAGLE AREA SCHOOL DIST,953631,60,60,5
BALD KNOB PUBLIC SCHOOL DIST,881910,80,80,3
BALD KNOB SCHOOL DISTRICT,881910,80,80,3
BALDWIN ADMINISTRATION BLDG.,946215,50,40,9
BALDWIN CITY UNIF SCH DIST 348,903423,70,70,4
BALDWIN COMMUNITY SCHOOL DIST,919502,90,90,3
BALDWIN COUNTY BOARD OF EDUC,881684,70,70,47
BALDWIN COUNTY SCHOOL DISTRICT,889840,90,90,7
BALDWIN PARK UNIF SCHOOL DIST,882758,90,90,20
BALDWINSVILLE CENTRAL SCH DIST,946216,50,50,8
BALDWIN UNION FREE SCHOOL DIST,946215,50,40,9
BALDWIN-WHITEHALL SCHOOL DIST,953632,60,60,5
BALDWIN-WOODVILLE AR SCH DIST,983733,60,60,3
BALDWYN SCHOOL DISTRICT,926555,80,80,3
BALKO INDEP SCHOOL DISTRICT 75,951100,70,70,2
BALLARD COMMUNITY SCHOOL DIST,894178,50,40,4
BALLARD COUNTY SCHOOL DIST,904398,80,80,3
BALLARD ELEM SCHOOL DISTRICT,882765,50,50,1
BALLARD SCHOOL DISTRICT R 2,924085,80,70,2
BALL-CHATHAM SCHOOL DISTRICT 5,900925,50,50,6
BALLICO-CRESSEY ELEM SCH DIST,882770,90,90,2
BALLSTON SPA CENTRAL SCHOOL,946217,50,50,6
BALMORHEA INDEP SCHOOL DIST,969023,90,80,1
BALSZ SCHOOL DISTRICT 31,883049,90,90,5
BALTIC SCHOOL DISTRICT 49-1,965852,60,50,3
BALTIMORE CITY SCHOOL DISTRICT,915445,90,90,157
BALTIMORE COUNTY SCHOOL DIST,915446,60,60,173
BAMBERG COUNTY SCHOOL DIST 1,962227,90,90,5
BANCROFT-ROSALIE COMM SCHOOLS,936029,70,70,2
BANDERA INDEP SCHOOL DISTRICT,969024,80,80,4
BANDON SCHOOL DISTRICT 54,952156,80,80,3
BANGOR AREA SCHOOL DISTRICT,953633,70,70,5
BANGOR PUBLIC SCHOOL DISTRICT,919503,90,90,4
BANGOR SCHOOL DEPARTMENT,917344,80,80,10
BANGOR SCHOOL DISTRICT,983735,60,60,2
BANGOR TOWNSHIP SCHOOL DIST,919504,80,80,5
BANGOR UNION ELEM SCH DISTRICT,882782,90,90,1
BANGS INDEP SCHOOL DISTRICT,969025,70,70,4
BANKS COUNTY SCHOOL DISTRICT,889857,80,80,4
BANKS SCHOOL DISTRICT 13,952157,60,60,3
BANNER COUNTY PUBLIC SCHOOLS,935926,80,80,2
BANNER ELK ELEMENTARY SCHOOL,931873,80,80,
BANNER SCHOOL DISTRICT 31,951102,70,70,1
BANNING UNIFIED SCHOOL DISTRICT,882786,90,90,13
BANNOCKBURN SCHOOL DIST 106,900926,40,40,1
BANQUETE INDEP SCHOOL DISTRICT,969026,80,80,4
BANTA ELEM SCHOOL DISTRICT,882800,60,60,1
BARABOO SCHOOL DISTRICT,983737,70,70,7
BARAGA AREA SCHOOLS,919506,80,80,3
BARBER CO NORTH SCH DIST 254,903589,70,70,2
BARBERS HILL INDEP SCHOOL DIST,969027,50,50,9
BARBERTON CITY SCHOOL DISTRICT,949564,90,90,6
BARBOUR COUNTY SCHOOL DISTRICT,983762,90,80,9
BARBOUR COUNTY SCHOOL DISTRICT ,881688,90,90,4
BARBOURVILLE INDEP SCHOOL DIST,904810,80,80,
BARDSTOWN INDEPENDENT,904400,80,80,4
BARKER CENTRAL SCHOOL DISTRICT,946218,70,70,2
BARKHAMSTED ELEMENTARY SCHOOL,884860,40,40,
BARK RIVER-HARRIS SCHOOL DIST,919507,80,80,2
BARNEGAT TOWNSHIP SCHOOL DIST,941664,50,50,6
BARNES COUNTY NORTH S D 007,933613,60,60,5
BARNES UNIFIED SCHOOL DIST 223,903356,70,70,4
BARNESVILLE SCHOOL DIST 146,922518,60,50,2
BARNESVILLE SCHOOL DISTRICT,949750,60,60,3
BARNEVELD SCHOOL DISTRICT,983738,50,50,2
BARNSDALL SCHOOL DISTRICT,951103,80,80,3
BARNSTABLE SCHOOL DISTRICT,911019,60,60,7
BARNSTEAD SCHOOL DISTRICT,937482,70,70,1
BARNUM PUBLIC SCHOOLS- I.S.D. NO. 91,922519,70,70,2
BARNWELL COUNTY SCHOOL DIST 19,962230,90,90,3
BARNWELL COUNTY SCHOOL DIST 45,962232,80,80,4
BARREN COUNTY SCHOOL DISTRICT,904401,80,80,12
BARRINGTON BOROUGH SCHOOL DISTRICT,941072,50,50,2
BARRINGTON CUSD 220,900927,50,50,11
BARRINGTON PUBLIC SCHOOLS,959587,40,40,6
BARRON AREA SCHOOL DISTRICT,983739,80,80,5
BARROW COUNTY SCHOOL DISTRICT,889858,80,80,16
BARR REEVE COMM SCH DIST INC,901954,60,60,3
BARSTOW UNIFIED SCHOOL DIST,882805,90,90,13
BARTHOLOMEW CONS SCHOOL CORP,901955,60,60,16
BARTLESVILLE SCHOOL DISTRICT,951104,80,80,10
BARTLETT INDEP SCHOOL DISTRICT,969028,80,80,3
BARTON-LEXA SCHOOL DISTRICT,881916,90,90,2
BARTONVILLE SCHOOL DISTRICT 66,900929,80,80,1
BARTOW COUNTY SCHOOL DISTRICT,889859,80,80,21
BASEHOR-LINWOOD SCH DIST 458,903424,50,50,5
BASIN SCHOOL DISTRICT 72,895396,80,80,3
BASSETT UNIF SCHOOL DISTRICT,882812,90,90,7
BASS LAKE ELEMENTARY SCH DIST,882808,80,80,4
BASS RIVER TWP SCHOOL DISTRICT,941073,50,50,1
BASTROP INDEP SCHOOL DISTRICT,969029,80,80,15
BATAVIA CITY SCHOOL DISTRICT,946219,80,80,5
BATAVIA LOCAL SCHOOL DISTRICT,949858,60,60,3
BATESVILLE COMMUNITY SCHOOL CORPORATION,901956,60,60,4
BATESVILLE PUBLIC SCHOOL DIST,881470,80,80,6
BATESVILLE SCHOOL DISTRICT,881470,80,80,6
BATH CENTRAL SCHOOL DISTRICT,946220,80,80,3
BATH COMMUNITY SCHOOL DISTRICT,919508,60,60,3
BATH COUNTY PUBLIC SCHOOL DIST,975500,70,70,3
BATH COUNTY SCHOOL DISTRICT,904402,90,90,4
BATH LOCAL SCHOOL DISTRICT,949803,70,70,3
BATTIEST INDEP SCHOOL DIST 71,951105,90,90,2
BATTLE CREEK-IDA GROVE COMMUNITY SCHOOLS,894179,70,70,3
BATTLE CREEK PUBLIC SCHOOLS,936030,90,60,2
BATTLE GROUND SCHOOL DIST 119,982969,70,60,22
BATTLE LAKE SCHOOL DIST 542,922520,70,70,2
BAUGO COMMUNITY SCHOOL DIST,901957,60,60,4
BAUXITE PUBLIC SCHOOL DISTRICT,881921,70,70,3
BAUXITE SCHOOL DISTRICT,881921,70,70,3
BAXTER COMMUNITY SCHOOL DIST,894180,60,60,2
BAXTER SPRINGS UNIF S D 508,903425,80,80,4
BAYARD PUBLIC SCHOOL DISTRICT,935943,80,70,2
BAY CITY INDEP SCHOOL DISTRICT,969031,80,80,6
BAY CITY SCHOOL DISTRICT,919510,80,80,15
BAY COUNTY,888977,80,80,40
BAYFIELD SCHOOL DIST 10 JT-R,881816,60,60,3
BAYFIELD SCHOOL DISTRICT 1,983740,90,80,4
BAYLESS SCHOOL DISTRICT,924087,80,80,4
BAYONNE PUBLIC SCHOOLS,941075,80,80,12
BAYPORT BLUE PT UN FREE DIST,946222,40,40,5
BAY RIDGE ELEMENTARY SCHOOL,917647,80,70,
BAY SCHOOL DISTRICT,881927,80,80,2
BAY SCHOOL DISTRICT 21,881927,80,80,2
BAYSHORE ELEM SCHOOL DISTRICT,882817,90,90,2
BAY SHORE UNION FREE SCH DIST,946221,80,80,7
BAY ST LOUIS-WAVELAND SCH DIST,926556,90,90,4
BAY VILLAGE CITY SCHOOL DIST,949565,40,40,4
BCLUW COMM SCH DIST,894181,60,60,3
BEACH HAVEN SCHOOL DISTRICT,941076,40,40,1
BEACH PARK SCHOOL DISTRICT 3,900625,80,80,5
BEACH SCHOOL DISTRICT 3,933640,60,60,2
BEACHWOOD CITY SCHOOL DISTRICT,949566,40,40,4
BEACON CITY SCHOOL DISTRICT,946223,60,60,6
BEAL CITY PUBLIC SCHOOL DIST,919511,60,60,3
BEARDEN PUBLIC SCHOOL DISTRICT,881560,90,90,2
BEARDEN SCHOOL DISTRICT,881560,90,90,2
BEARDEN SCHOOL DISTRICT 29,951108,80,80,1
BEARDSTOWN SCHOOL DISTRICT 15,900931,90,90,3
BEAR LAKE CO SCHOOL DIST 33,895397,70,70,6
BEAR LAKE SCHOOL DISTRICT,919512,80,80,2
BEAR VALLEY UNIF SCHOOL DIST,882820,80,80,7
BEATRICE PUBLIC SCHOOL DIST,936031,70,70,7
BEAUFORT COUNTY SCHOOL DIST,962234,80,80,30
Beaufort County School District,962234,80,80,30
BEAUMONT INDEP SCHOOL DISTRICT,969032,90,90,28
BEAUMONT UNIFIED SCHOOL DIST,882832,80,80,11
BEAUREGARD PARISH SCHOOL BOARD,909707,80,80,13
BEAVER AREA SCHOOL DISTRICT,953634,40,40,4
BEAVER COUNTY SCHOOL DISTRICT,972123,70,70,7
BEAVER CREEK SCHOOL DIST 26,887975,90,90,
BEAVERCREEK SCHOOL DISTRICT,949950,40,40,8
BEAVER DAM UNIF SCHOOL DIST,983741,80,70,10
BEAVERHEAD CO HIGH SCH DIST,928783,50,50,1
BEAVER INDEP SCHOOL DIST 22,951109,80,80,2
BEAVER ISLAND COMM SCHOOL DIST,919513,60,60,1
BEAVER ISLAND COMMUNITY SCHOOL,924876,60,60,
BEAVER LOCAL SCHOOL DISTRICT,949872,70,70,5
BEAVER RIVER CENTRAL SCHOOL DISTRICT,946224,80,80,3
BEAVERTON RURAL SCHOOL DIST,919514,80,80,3
Beaverton School District 48 J,952158,60,60,55
BEAVERTON SCHOOL DISTRICT 48 J,952158,60,60,55
BECKER PUBLIC SCHOOL DIST 726,922521,50,50,5
BECKVILLE ISD,969035,70,60,2
BEDFORD AREA SCHOOL DISTRICT,953635,70,70,5
BEDFORD CENTRAL SCHOOL DIST,946637,60,60,7
BEDFORD CITY SCHOOL DISTRICT,950382,80,80,6
BEDFORD COMMUNITY SCHOOL DIST,894182,80,70,2
BEDFORD COUNTY SCHOOL DISTRICT,975502,90,70,
BEDFORD PUBLIC SCHOOL DISTRICT,919515,50,50,6
BEDFORD SCHOOL DISTRICT,937486,40,40,6
BEDMINSTER BOARD OF EDUCATION,941077,50,50,1
BEEBE PUBLIC SCHOOL DISTRICT,881932,80,80,6
BEEBE SCHOOL DISTRICT,881932,80,80,6
BEECHER CITY C U SCH DIST 20,900933,80,80,2
BEECHER COMM SCHOOL DISTRICT,919516,90,90,5
BEECH GROVE CITY SCHOOLS,901958,80,80,5
BEECHWOOD INDEP SCHOOL DIST,904403,40,40,2
BEEKMANTOWN CTRL SCHOOL DIST,946226,80,80,4
BEEVILLE INDEP SCHOOL DISTRICT,969036,90,80,6
BEGGS PUBLIC SCHOOLS,951110,80,80,4
BELCHERTOWN PUBLIC SCHOOL DIST,911022,50,50,5
BELDING AREA SCHOOL DISTRICT,919517,80,80,5
BELEN CONS SCHOOL DISTRICT,942876,90,90,11
BELFAST CENTRAL SCHOOL DIST,946227,80,80,1
BELFIELD SCHOOL DISTRICT 13,933659,50,50,2
BELFONTE SCHOOL DISTRICT 50,951111,90,90,2
BELFRY SCHOOL DISTRICT 3,928784,80,80,3
BELGRADE-BROOTN-ELRSA S D 2364,922276,60,60,2
BELGRADE SCHOOL DISTRICT 44,928786,70,70,5
BELLAIRE LOCAL SCHOOLS,949567,80,80,3
BELLAIRE PUBLIC SCHOOL DIST,919518,60,60,2
BELLA VISTA ELEMENTARY SCHOOL DISTRICT,882840,80,80,1
BELL CITY R-11 SCHOOL DISTRICT,924088,80,80,2
BELL COUNTY SCHOOL DISTRICT,904404,90,90,10
BELLEFONTAINE SCHOOL DISTRICT,949568,80,80,5
BELLEFONTE AREA SCHOOL DIST,953638,60,60,6
BELLE FOURCHE SCHOOL DISTRICT 9-1,965853,70,70,5
BELLE PLAINE COMM SCHOOL DIST,894183,70,70,2
BELLE PLAINE SCHOOL DIST 716,922522,60,60,4
BELLE PLAINE UNIF SCH DIST 357,903429,70,70,3
BELLE VALLEY SCHOOL DIST 119,900937,80,80,2
BELLE VERNON AREA SCHOOL DIST,953637,60,60,5
BELLEVIEW ELEM SCHOOL DISTRICT,882847,80,80,2
BELLEVIEW R-3 SCHOOL DISTRICT,924089,80,80,1
BELLEVILLE-HENDERSON CTRL S D,946228,80,80,1
BELLEVILLE SCHOOL DISTRICT,983742,80,60,4
BELLEVILLE SCHOOL DISTRICT 118,900938,80,80,11
BELLEVILLE TWP H S DIST 201,900939,60,60,3
BELLEVUE CITY SCHOOL DISTRICT,949569,70,70,5
BELLEVUE COMM SCHOOL DISTRICT,919519,80,80,2
BELLEVUE COMMUNITY SCHOOL DIST,894184,60,60,2
BELLEVUE INDEP SCHOOL DISTRICT,969038,90,70,1
BELLEVUE PUBLIC SCHOOL DIST,936032,60,60,21
BELLEVUE SCHOOL DISTRICT 405,982970,40,40,30
BELLEVUE UNION ELEM SCH DIST,882843,90,90,3
BELLFLOWER UNIF SCH DISTRICT,882845,80,80,15
BELLINGHAM SCHOOL DISTRICT,911023,50,50,6
BELLINGHAM SCHOOL DISTRICT 501,982972,60,60,25
BELLMAWR BOROUGH SCHOOL DIST,941079,80,80,3
BELLMORE-MERRICK CENTRAL HS DISTRICT,946611,40,40,5
BELLMORE UFSD,946229,40,40,3
BELLS INDEP SCHOOL DISTRICT,969039,60,60,3
BELLS SCHOOL DISTRICT,967060,70,70,1
BELLVILLE INDEP SCHOOL DIST,969041,70,70,6
BELLWOOD ANTIS SCHOOL DISTRICT,953639,60,60,3
BELLWOOD SCHOOL DISTRICT 88,900940,60,20,6
BELMAR ELEMENTARY SCHOOL DIST,941080,80,80,1
BELMOND-KLEMME COMM SCH DIST,894185,80,80,3
BELMONT COMMUNITY SCHOOL DIST,983743,60,60,2
BELMONT MIDDLE HIGH,983743,60,60,2
BELMONT-REDWOOD SHORES SCHOOL DISTRICT,882849,40,40,7
BELMONT SCHOOL DISTRICT,911024,40,40,6
BELOIT PUBLIC SCHOOL DISTRICT,903428,70,70,2
BELOIT SCHOOL DISTRICT,983745,90,90,16
BELOIT TURNER SCHOOL DISTRICT,983746,60,60,4
BELPRE CITY SCHOOL DISTRICT,949572,80,80,2
BELRIDGE ELEM SCHOOL DISTRICT,882855,90,90,1
BELTON INDEP SCHOOL DISTRICT,969044,60,60,17
BELTON SCHOOL DISTRICT 124,924090,80,80,10
BELT SCHOOL DISTRICT 29 D,928789,70,70,4
BELVIDERE C U SCHOOL DIST 100,900941,80,80,12
BELVIDERE SCHOOL DISTRICT,941081,40,40,3
BEMENT COMM SCHOOL DISTRICT 5,900942,80,80,3
BEMIDJI SCHOOL DISTRICT 31,922523,80,70,15
BEMUS POINT CENTRAL DISTRICT,946230,60,60,3
BENAVIDES INDEP SCH DISTRICT,970240,90,90,2
BEN BOLT-PALITO BLANCO I S D,969045,90,90,3
Bend/la Pine School District 1,952159,60,60,27
BENDLE SCHOOL DISTRICT,919521,90,90,7
BENGE SCHOOL DISTRICT 122,982973,25,25,1
BEN HILL COUNTY SCHOOLS,889860,90,90,5
BENICIA UNIF SCHOOL DISTRICT,882859,40,40,8
BENJAMIN INDEP SCHOOL DISTRICT,969047,90,80,1
BENJAMIN LOGAN LOCAL SCH DIST,950032,60,60,3
BENJAMIN SCHOOL DISTRICT 25,900944,40,40,2
BENNETT COMMUNITY SCHOOL DIST,894186,70,70,1
BENNETT COUNTY SCHOOL DISTRICT 3-1,965854,90,90,3
BENNETT SCHOOL DISTRICT 29 J,881821,60,60,3
BENNETT VALLEY UN SCHOOL DIST,882862,40,40,2
BENNINGTON INDEP SCH DIST I-40,951114,80,80,2
BENNINGTON PUBLIC SCHOOLS,936033,40,40,4
BENNINGTON RUTLAND S U 06,980656,70,70,5
BENSALEM TWP SCHOOL DISTRICT,953640,80,80,9
BENSENVILLE ELEM SCHOOL DIST 2,900945,90,80,5
BENSON SCHOOL DISTRICT 777,922524,70,60,5
BENSON UNIFIED SCHOOL DISTRICT,881993,80,80,4
BENTLEY COMM SCHOOL DISTRICT,919522,80,80,2
BENTON AREA SCHOOL DISTRICT,953643,70,70,2
BENTON CARROLL SALEM SCH DIST,950117,70,70,5
BENTON COMM CONS SCH DIST 47,900947,80,80,2
BENTON COMM SCHOOL CORP,901959,70,70,4
BENTON COMMUNITY SCHOOL DIST,894187,60,60,6
BENTON COUNTY SCHOOL DISTRICT,967062,90,80,8
BENTON HARBOR AREA SCHOOLS,919523,90,90,9
BENTON HIGH SCHOOL DIST 103,900949,80,80,1
BENTON PUBLIC SCHOOL DIST 8,881937,60,60,7
BENTON SCHOOL DISTRICT,983747,70,60,2
BENTONVILLE PUBLIC SCHOOLS,881948,50,50,17
BENTONVILLE SCHOOL DISTRICT,881948,50,50,17
BENTWORTH SCHOOL DISTRICT,953641,70,70,3
BENZIE CO CENTRAL SCH DISTRICT,919524,80,80,7
BEREA CITY PUBLIC SCHOOLS,949571,50,50,8
BEREA INDEP SCHOOL DISTRICT,904406,80,80,3
BERESFORD SCHOOL DISTRICT 61-2,965855,60,60,3
BERGENFIELD SCHOOL DISTRICT,941084,60,60,7
BERGMAN PUBLIC SCHOOL DIST,881952,80,80,3
BERGMAN SCHOOL DISTRICT,881952,80,80,3
BERING STRAIT SCHOOL DISTRICT,882587,90,90,15
BERKELEY CO SCHOOL DISTRICT,983765,80,80,32
BERKELEY COUNTY SCHOOL DIST,962235,80,80,40
BERKELEY HEIGHTS PUBLIC SCHS,941085,40,40,6
BERKELEY SCHOOL DISTRICT 87,900950,90,90,6
BERKELEY TOWNSHIP SCHOOL DIST,941086,50,50,4
BERKELEY UNIFIED SCHOOL DIST,882864,60,60,17
BERKLEY SCHOOL DISTRICT,919526,50,50,8
BERKSHIRE HILLS REG SCH DIST,911027,60,60,3
BERKSHIRE LOCAL SCHOOL DIST,949940,60,60,2
BERLIN AREA SCHOOL DISTRICT,983748,70,70,3
BERLIN BOROUGH SCHOOL DISTRICT,941087,40,40,1
BERLIN-BOYLSTON CONSORTIUM,911029,40,40,1
BERLIN-BROS VALLEY SCH DIST,953644,70,70,3
BERLIN CENTRAL SCHOOL DISTRICT,946233,60,60,3
BERLIN SCHOOL DISTRICT,937488,80,80,4
BERLIN TOWNSHIP SCH DISTRICT,941088,60,60,2
BERMUDIAN SPRINGS SCHOOL DIST,953645,60,60,3
BERNALILLO PUBLIC SCHOOLS,942877,90,90,10
BERNARDS TOWNSHIP SCHOOL DIST,941089,40,40,6
BERNE-KNOX-WESTERLO CSD,946234,70,60,2
BERNE UNION SCHOOL DISTRICT,949913,70,70,3
BERNIE SCHOOL DISTRICT R 13,924092,80,80,2
BERRIEN COUNTY SCHOOL DISTRICT,889861,90,90,4
BERRIEN SPRINGS PUB SCH DIST,919528,80,80,8
BERRYESSA UNION ELEM SCH DIST,882866,60,60,14
BERRYHILL INDEP SCHOOL DIST 10,951115,50,50,3
BERRYVILLE PUBLIC SCHOOL DIST,881955,80,80,4
BERRYVILLE SCHOOL DISTRICT,881955,80,80,4
BERTHA HEWITT PUBLIC SCHOOLS,922525,80,80,2
BERTIE COUNTY SCHOOL DISTRICT,929518,90,90,9
BERTRAND PUBLIC SCHOOL DIST,936034,70,70,2
BERWICK AREA SCHOOL DISTRICT,953646,80,80,6
BESSEMER AREA SCHOOL DISTRICT,919140,70,70,2
BESSEMER CITY SCHOOL DISTRICT,881694,90,90,9
BESSEMER CITY SCHOOL DISTRICT ,881694,90,90,9
BETHALTO SCHOOL DISTRICT 8,900954,80,80,6
BETHANY BOARD OF EDUCATION,884161,40,40,1
BETHANY PUBLIC SCHOOLS,951116,60,60,4
BETHEL LOCAL SCHOOL DISTRICT,950087,50,50,3
BETHEL PARK SCHOOL DISTRICT,953647,40,40,8
BETHEL PUBLIC SCHOOLS,951118,80,80,3
BETHEL SCHOOL DISTRICT,884163,40,40,5
BETHEL SCHOOL DISTRICT 403,982974,60,60,31
BETHEL TATE LOCAL SCHOOL DIST,949860,70,70,4
BETHLEHEM AREA SCHOOL DIST,953648,80,80,22
BETHLEHEM CENTER SCHOOL DIST,953649,70,70,3
BETHLEHEM CENTRAL SCHOOL DISTRICT,946235,40,40,7
BETHLEHEM TWP SCHOOL DISTRICT,941090,50,50,2
BETHPAGE ADMINISTRATION BUILDING,946236,40,40,5
BETHPAGE UNION FREE SCH DIST,946236,40,40,5
BETHUNE SCHOOL DISTRICT R 5,881825,80,80,2
BETTENDORF,894417,40,40,7
BETTENDORF COMM SCHOOL DIST,894188,50,50,8
BEULAH SCHOOL DISTRICT 27,933584,60,60,3
BEVERLY CITY SCHOOL DISTRICT,941091,80,80,1
BEVERLY CITY SD ANNEX,941091,80,80,1
BEVERLY HILLS UNIF SCH DIST,882869,40,40,6
BEVERLY PUBLIC SCHOOL DIST,911030,50,50,7
BEVIER C-4 SCHOOL DISTRICT,924093,80,80,2
BEXLEY CITY SCHOOL DISTRICT,949573,40,40,5
BIBB COUNTY PUBLIC SCHOOLS,889862,90,90,45
BIBB COUNTY SCHOOL DISTRICT,881699,80,80,10
BIBB COUNTY SCHOOL DISTRICT ,881699,80,80,10
BICENTENNIAL UN H S DIST 76,883053,90,90,1
BICKLETON SCHOOL DISTRICT 203,982975,80,80,1
BIDDEFORD SCHOOL DEPARTMENT,917350,80,80,6
BIENVILLE PARISH SCHOOL DIST,909708,80,80,9
BIG BEAVER FALLS AREA SCH DIST,953650,90,90,4
BIG CREEK ELEM SCHOOL DISTRICT,882873,70,70,1
BIG FOOT UNION HIGH SCH DIST,984246,70,70,1
BIGFORK SCHOOL DISTRICT 38,928797,70,70,3
BIGGS UNIF SCHOOL DISTRICT,882883,80,80,4
BIG HOLLOW SCHOOL DISTRICT 38,900956,50,50,3
BIG HORN CO SCHOOL DISTRICT 1,984860,70,70,6
BIG HORN CO SCHOOL DISTRICT 2,984861,70,70,3
BIG HORN CO SCHOOL DISTRICT 3,984877,70,70,3
